ID,Year,Team,School,Grade,Ethnic,Gender,Subject,Score,Prize
12.01.01.02,2012,An Giang,chuyen_Thoai_Ngoc_Hau_AnGiang,Grade 11,Kinh,Male,Mathematics,12.5,Consolation
12.01.03.05,2012,An Giang,chuyen_Thoai_Ngoc_Hau_AnGiang,Grade 12,Kinh,Male,Chemistry,23.25,Third
12.01.05.05,2012,An Giang,chuyen_Thoai_Ngoc_Hau_AnGiang,Grade 12,Kinh,Male,Informatics,35.1,First
12.01.06.02,2012,An Giang,chuyen_Thoai_Ngoc_Hau_AnGiang,Grade 12,Kinh,Female,Literature,14,Third
12.01.06.06,2012,An Giang,Long_Xuyen_AnGiang,Grade 12,Kinh,Male,Literature,12.5,Consolation
12.01.08.06,2012,An Giang,Vo_Thi_Sau_AnGiang,Grade 12,Kinh,Male,Geography,13.25,Consolation
12.02.01.02,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Male,Mathematics,13.5,Consolation
12.02.01.03,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Male,Mathematics,11.5,Consolation
12.02.03.04,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Male,Chemistry,23,Third
12.02.03.03,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Male,Chemistry,25,Third
12.02.03.05,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Male,Chemistry,21.75,Third
12.02.04.01,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,Biology,18.25,Consolation
12.02.05.06,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Female,Informatics,14.65,Consolation
12.02.05.05,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,Informatics,18.2,Consolation
12.02.05.03,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Male,Informatics,18.7,Consolation
12.02.05.02,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Male,Informatics,18.25,Consolation
12.02.06.01,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.02.06.04,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,Literature,13.5,Third
12.02.07.04,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,History,11.5,Consolation
12.02.07.05,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,History,12.5,Consolation
12.02.08.02,2012,Ba Ria - Vung Tau,Vung_Tau_BaRiaVungTau,Grade 12,Kinh,Female,Geography,14.5,Third
12.02.09.09,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Male,English,14.35,Third
12.02.09.05,2012,Ba Ria - Vung Tau,Vung_Tau_BaRiaVungTau,Grade 11,Kinh,Male,English,13.8,Third
12.02.09.06,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Male,English,14.25,Third
12.02.09.10,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Female,English,13.15,Consolation
12.02.09.01,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 11,Kinh,Female,English,13.95,Third
12.02.09.08,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Male,English,12.8,Consolation
12.02.09.04,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,English,12.55,Consolation
12.02.09.03,2012,Ba Ria - Vung Tau,chuyen_Le_Quy_Don_BaRiaVungTau,Grade 12,Kinh,Female,English,12.8,Consolation
12.03.01.03,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Mathematics,13.5,Consolation
12.03.01.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Mathematics,14.5,Consolation
12.03.01.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Mathematics,16,Third
12.03.01.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Mathematics,12.5,Consolation
12.03.02.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Physics,18.75,Consolation
12.03.02.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Physics,21.75,Third
12.03.02.03,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Male,Physics,21.5,Third
12.03.02.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Physics,21.5,Third
12.03.02.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Physics,26.5,Second
12.03.02.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Physics,18,Consolation
12.03.03.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Chemistry,18.75,Consolation
12.03.03.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Chemistry,25,Third
12.03.03.03,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Chemistry,27.25,Second
12.03.03.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Male,Chemistry,19.5,Consolation
12.03.03.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Chemistry,20,Consolation
12.03.03.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Chemistry,21.75,Third
12.03.03.08,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Chemistry,19,Consolation
12.03.04.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Biology,21.25,Consolation
12.03.04.03,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Biology,20.25,Consolation
12.03.04.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Biology,23.75,Third
12.03.04.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Biology,21.5,Consolation
12.03.04.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Biology,26,Third
12.03.04.07,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Biology,23.5,Third
12.03.04.08,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Biology,20,Consolation
12.03.05.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Informatics,14.6,Consolation
12.03.05.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Informatics,14.55,Consolation
12.03.05.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Informatics,21.85,Third
12.03.06.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Literature,16.5,First
12.03.06.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Literature,14,Third
12.03.06.03,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Literature,15.5,Second
12.03.06.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Literature,14.5,Third
12.03.06.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Literature,14.5,Third
12.03.06.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,Literature,14.5,Third
12.03.06.07,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Literature,12.5,Consolation
12.03.06.08,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Literature,14.5,Third
12.03.07.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,History,13,Consolation
12.03.07.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,History,13.25,Third
12.03.07.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,History,14,Third
12.03.08.01,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,Geography,14,Third
12.03.08.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Geography,17.25,First
12.03.08.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Male,Geography,16,Second
12.03.08.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Male,Geography,14,Third
12.03.09.02,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,English,12.9,Consolation
12.03.09.04,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,English,13.4,Third
12.03.09.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,English,13.2,Consolation
12.03.09.06,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 11,Kinh,Female,English,12.6,Consolation
12.03.11.05,2012,Bac Giang,chuyen_Bac_Giang_BacGiang,Grade 12,Kinh,Female,French,15.25,Consolation
12.04.08.04,2012,Bac Kan,chuyen_Bac_Kan_BacKan,Grade 11,Tay,Female,Geography,12.25,Consolation
12.05.01.01,2012,Bac Lieu,chuyen_Bac_Lieu_BacLieu,Grade 12,Kinh,Male,Mathematics,13.5,Consolation
12.05.01.02,2012,Bac Lieu,chuyen_Bac_Lieu_BacLieu,Grade 12,Kinh,Male,Mathematics,12.5,Consolation
12.05.01.03,2012,Bac Lieu,chuyen_Bac_Lieu_BacLieu,Grade 11,Hoa,Female,Mathematics,11.5,Consolation
12.05.05.04,2012,Bac Lieu,chuyen_Bac_Lieu_BacLieu,Grade 12,Kinh,Male,Informatics,15.75,Consolation
12.05.06.01,2012,Bac Lieu,chuyen_Bac_Lieu_BacLieu,Grade 12,Hoa,Female,Literature,13.5,Third
12.05.08.02,2012,Bac Lieu,Dien_Hai_BacLieu,Grade 12,Kinh,Male,Geography,14.75,Third
12.05.08.06,2012,Bac Lieu,Nguyen_Trung_Truc_BacLieu,Grade 12,Kinh,Male,Geography,12.5,Consolation
12.06.01.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Mathematics,12,Consolation
12.06.01.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Mathematics,17,Third
12.06.01.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Mathematics,18.5,Third
12.06.01.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Mathematics,15,Consolation
12.06.01.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Mathematics,16,Third
12.06.02.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Physics,20,Third
12.06.02.03,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Physics,23.5,Third
12.06.02.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Physics,24.75,Second
12.06.02.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Physics,24,Second
12.06.02.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Physics,21.5,Third
12.06.02.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Physics,21.25,Third
12.06.03.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Chemistry,21,Third
12.06.03.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Chemistry,22.5,Third
12.06.03.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,Chemistry,21.5,Third
12.06.03.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Chemistry,23.5,Third
12.06.03.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Chemistry,22,Third
12.06.04.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Biology,21.75,Third
12.06.04.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Biology,20.25,Consolation
12.06.04.03,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Biology,22.75,Third
12.06.04.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Biology,28,Second
12.06.04.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,Biology,22,Third
12.06.05.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Informatics,19.5,Third
12.06.05.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Male,Informatics,16.65,Consolation
12.06.05.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,Informatics,16.95,Consolation
12.06.06.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Literature,13.5,Third
12.06.06.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,Literature,12.5,Consolation
12.06.06.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Literature,16,Second
12.06.07.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,History,15,Third
12.06.07.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,History,11.75,Consolation
12.06.07.03,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,History,14.25,Third
12.06.07.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Male,History,13,Consolation
12.06.07.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,History,15,Third
12.06.07.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,History,14.25,Third
12.06.08.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Geography,14.75,Third
12.06.08.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Geography,18,First
12.06.08.03,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Geography,16,Second
12.06.08.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,Geography,14.75,Third
12.06.08.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,Geography,14,Third
12.06.08.04,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,Geography,15,Third
12.06.09.03,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,English,12.8,Consolation
12.06.09.01,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,English,13.1,Consolation
12.06.09.02,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,English,13.3,Consolation
12.06.09.05,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 12,Kinh,Female,English,14.4,Third
12.06.09.06,2012,Bac Ninh,chuyen_Bac_Ninh_BacNinh,Grade 11,Kinh,Female,English,13.2,Consolation
12.07.01.05,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 11,Kinh,Female,Mathematics,15.5,Third
12.07.02.03,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Physics,17,Consolation
12.07.02.06,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Physics,18,Consolation
12.07.02.02,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Physics,19.5,Third
12.07.02.05,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Physics,18.25,Consolation
12.07.05.01,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Informatics,21.95,Third
12.07.05.03,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Informatics,15.8,Consolation
12.07.05.06,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,Informatics,14.85,Consolation
12.07.06.06,2012,Ben Tre,Huynh_Tan_Phat_BenTre,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.07.06.03,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.07.07.06,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 11,Kinh,Female,History,12,Consolation
12.07.07.01,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,History,18,First
12.07.08.06,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 11,Kinh,Female,Geography,12,Consolation
12.07.09.02,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Female,English,13.65,Third
12.07.09.04,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 11,Kinh,Female,English,12.6,Consolation
12.07.09.08,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 11,Kinh,Female,English,14.15,Third
12.07.09.03,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Female,English,12.65,Consolation
12.07.11.06,2012,Ben Tre,chuyen_Ben_Tre_BenTre,Grade 12,Kinh,Male,French,15.95,Consolation
12.08.01.01,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Mathematics,11,Consolation
12.08.01.02,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Mathematics,13,Consolation
12.08.01.04,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Male,Mathematics,17.5,Third
12.08.01.05,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Female,Mathematics,15.5,Third
12.08.01.06,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Mathematics,11.5,Consolation
12.08.02.05,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Physics,21.25,Third
12.08.02.04,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Physics,26.75,Second
12.08.02.03,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Male,Physics,17.25,Consolation
12.08.02.06,2012,Binh Dinh,So_2_An_Nhon_BinhDinh,Grade 12,Kinh,Male,Physics,17.5,Consolation
12.08.03.02,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Male,Chemistry,21.5,Third
12.08.03.06,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Chemistry,25.25,Second
12.08.03.04,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,Chemistry,22,Third
12.08.03.07,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,Chemistry,17.75,Consolation
12.08.03.08,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Thai,Female,Chemistry,19,Consolation
12.08.04.06,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Female,Biology,31.25,First
12.08.04.02,2012,Binh Dinh,So_2_An_Nhon_BinhDinh,Grade 12,Kinh,Male,Biology,23.5,Third
12.08.04.01,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Male,Biology,20.25,Consolation
12.08.05.03,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Male,Informatics,14.35,Consolation
12.08.06.01,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.08.06.04,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,Literature,12.5,Consolation
12.08.06.05,2012,Binh Dinh,Quoc_Hoc_Quy_Nhon_BinhDinh,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.08.07.06,2012,Binh Dinh,Quoc_Hoc_Quy_Nhon_BinhDinh,Grade 12,Kinh,Female,History,15,Third
12.08.07.04,2012,Binh Dinh,Ly_Tu_Trong_BinhDinh,Grade 12,Kinh,Male,History,13,Consolation
12.08.07.05,2012,Binh Dinh,So_2_An_Nhon_BinhDinh,Grade 12,Kinh,Female,History,12,Consolation
12.08.08.03,2012,Binh Dinh,Quoc_Hoc_Quy_Nhon_BinhDinh,Grade 12,Kinh,Male,Geography,12.5,Consolation
12.08.09.06,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,English,12.75,Consolation
12.08.09.08,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,English,13.9,Third
12.08.09.01,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Male,English,12.6,Consolation
12.08.09.04,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Female,English,12.75,Consolation
12.08.09.02,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,English,14.35,Third
12.08.09.03,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 12,Kinh,Female,English,12.75,Consolation
12.08.09.07,2012,Binh Dinh,chuyen_Le_Quy_Don_BinhDinh,Grade 11,Kinh,Female,English,13.2,Consolation
12.09.03.06,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 11,Kinh,Male,Chemistry,25,Third
12.09.03.04,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 11,Kinh,Female,Chemistry,21.25,Third
12.09.06.03,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 11,Kinh,Female,Literature,12.5,Consolation
12.09.06.06,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 12,Kinh,Female,Literature,14,Third
12.09.06.01,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 11,Kinh,Female,Literature,12.5,Consolation
12.09.07.03,2012,Binh Duong,Thanh_Tuyen_BinhDuong,Grade 11,Kinh,Male,History,13.75,Third
12.09.07.06,2012,Binh Duong,Tan_Phuoc_Khanh_BinhDuong,Grade 12,Kinh,Female,History,11.75,Consolation
12.09.09.06,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 12,Kinh,Female,English,13.15,Consolation
12.09.09.01,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 12,Kinh,Male,English,12.7,Consolation
12.09.09.05,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 11,Kinh,Male,English,14.2,Third
12.09.09.02,2012,Binh Duong,chuyen_Hung_Vuong_BinhDuong,Grade 12,Kinh,Female,English,12.4,Consolation
12.10.01.02,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Mathematics,18,Third
12.10.01.01,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Mathematics,21.5,Third
12.10.01.06,2012,Binh Phuoc,Hung_Vuong_BinhPhuoc,Grade 12,Kinh,Male,Mathematics,31.5,First
12.10.02.01,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Physics,21.75,Third
12.10.02.05,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Physics,22.5,Third
12.10.02.02,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Physics,18,Consolation
12.10.02.04,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Physics,16.75,Consolation
12.10.03.10,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Chemistry,23.75,Third
12.10.03.07,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Chemistry,17.75,Consolation
12.10.03.06,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,22.25,Third
12.10.03.03,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,21.5,Third
12.10.03.01,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,18.5,Consolation
12.10.03.04,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,22.75,Third
12.10.03.02,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,18,Consolation
12.10.03.05,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Chemistry,18.75,Consolation
12.10.04.05,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Biology,19.5,Consolation
12.10.04.04,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Biology,20.75,Consolation
12.10.04.03,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Female,Biology,18.5,Consolation
12.10.05.05,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Male,Informatics,20.15,Third
12.10.05.04,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 11,Kinh,Male,Informatics,14.85,Consolation
12.10.06.05,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Female,Literature,12.5,Consolation
12.10.06.01,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Female,Literature,16,Second
12.10.06.06,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Female,Literature,14,Third
12.10.06.02,2012,Binh Phuoc,chuyen_Quang_Trung_BinhPhuoc,Grade 12,Kinh,Female,Literature,12.5,Consolation
